N,date_full,wday,REGION_NAIMENOVANIE,NOMENKLATURA_EKTU_PODGRUPPA,NOMENKLATURNAYA_GRUPPA_NAIMENOVANIE,Сумма кол-во СТиУ,Сумма выручка
148,2021-04-29,4,Тюменская область,NON-FOOD,"Хозяйственные товары, персональный уход",794.2043570715595,212109.50392409778
149,2021-05-10,1,Рязанская область,FOOD,Снеки,654.2268454210304,96050.3913979608
150,2021-05-12,3,Санкт-Петербург г.,FOOD,Кондитерские изделия,4093.8306097519467,537163.7509060012
151,2021-05-15,6,Новгородская область,FOOD,"Сладкие газированные напитки, холодный чай",279.46545642295104,36836.3793147288
152,2021-05-21,5,Республика Адыгея (Адыгея),NON-FOOD,Тиражная лотерея,7.367861104956484,791.4239639776064
153,2021-05-22,6,Новосибирская область,FOOD,Кондитерские изделия,5483.668243794179,619787.4596920619
154,2021-05-28,5,Владимирская область,CAFÉ,Прочие напитки кафе,1293.7922806441238,241956.64381645725
155,2021-05-30,7,Пермский край,NON-FOOD,Автомобильные масла и смазки пластичные (фасованные),12.672940125130435,13525.053156050713
156,2021-06-18,5,Алтайский край,FOOD,Энергетические напитки,1921.3230991484231,311654.6576244536
157,2021-06-23,3,Республика Башкортостан,FOOD,Энергетические напитки,29.785902723917488,5424.223722665388
158,2021-06-25,5,Владимирская область,NON-FOOD,Карты лояльности,43.992523376098625,14081.842762861914
159,2021-06-27,7,Красноярский край,NON-FOOD,СОЖ,79.32211401020851,28760.621451533396
160,2021-06-30,3,Воронежская область,CAFÉ,Прочие напитки кафе,651.1769222725516,121839.86694688455
161,2021-07-01,4,Кемеровская область-Кузбасс,FOOD,БАДы,5.030797578817634,145.10579215223905
162,2021-07-06,2,Республика Хакасия,FOOD,Табачные изделия,729.7964775324458,184118.65951280453
163,2021-07-09,5,Москва г,FOOD,Бакалея,180.49125103626804,25088.634969886876
164,2021-07-17,6,Владимирская область,NON-FOOD,"Автомобильные масла и смазки пластичные ""Газпром нефть"" (фасованные)",55.75402522902367,34871.13574361138
165,2021-07-20,2,Нижегородская область,NON-FOOD,"Хозяйственные товары, персональный уход",541.9858246730613,115195.21415894137
166,2021-07-14,3,Республика Хакасия,NON-FOOD,СОЖ,29.685997083955066,7321.544479961104
167,2021-07-23,5,Калининградская область,NON-FOOD,СОЖ,7.049896014068292,3840.7769255736193
168,2021-08-01,7,Чувашская республика - Чувашия,FOOD,Энергетические напитки,163.087562075797,36360.91199299707
169,2021-08-02,1,Кемеровская область-Кузбасс,FOOD,Гастроном,1145.590761095676,172662.19803733143
170,2021-08-20,5,Курганская область,NON-FOOD,СОЖ,25.32332371089433,7085.737904013532
171,2021-08-20,5,Челябинская область,NON-FOOD,Очки для водителя,17.23112739856253,40180.603265978614
172,2021-08-23,1,Пермский край,FOOD,Снеки,97.39282542140441,12272.039469945468
173,2021-08-30,1,Свердловская область,FOOD,Кондитерские изделия,5235.60055387801,660138.3500802924
174,2021-09-05,7,Псковская область,FOOD,"Сладкие газированные напитки, холодный чай",150.44656884932925,20285.413843124395
175,2021-09-04,6,Иркутская область,NON-FOOD,Автомобильные масла и смазки пластичные (фасованные),6.533121260895808,3732.0494423070954
176,2021-09-14,2,Ленинградская область,CAFÉ,Кофейные напитки с молоком,4482.248330946714,1127701.3795818693
177,2021-09-17,5,Челябинская область,FOOD,Спортивные напитки,21.219497824181538,3553.6276901431343
178,2021-09-20,1,Республика Хакасия,NON-FOOD,"Автомобильные масла и смазки пластичные ""Газпром нефть"" (фасованные)",44.49590243186226,35165.776877508244
179,2021-10-22,5,Калужская область,NON-FOOD,"Автохимия и автокосметика (кроме масел, смазок и СОЖ)",34.78597932032916,29703.050695743816
180,2021-10-25,1,Тверская область,NON-FOOD,Автомобильные масла и смазки пластичные (фасованные),6.9663818000884,3372.1513630422814
181,2021-10-27,3,Рязанская область,CAFÉ,Общественное питание,1185.0303866770284,213046.62058602824
182,2021-11-02,2,Иркутская область,FOOD,Бакалея,50.102638751233975,1742.4311614754952
183,2021-11-12,5,Кемеровская область-Кузбасс,CAFÉ,Прочие напитки кафе,1602.21345138274,289669.6811498572
184,2021-11-24,3,Челябинская область,NON-FOOD,Тиражная лотерея,7.584025191921217,894.0278496739339
185,2021-11-28,7,Тульская область,NON-FOOD,Автотовары,27.324818235755327,6816.346904089947
186,2021-12-02,4,Псковская область,NON-FOOD,Сезонные товары,2.429546865138031,709.8038758423335
187,2021-12-21,2,Курганская область,FOOD,Гастроном,51.604017826231654,9148.466900322763
188,2021-12-31,5,Тульская область,NON-FOOD,СОЖ,332.2675596233249,226535.3141481114
189,2022-01-10,1,Новосибирская область,FOOD,БАДы,15.300559199703756,4564.102256189532
190,2022-01-10,1,Ленинградская область,NON-FOOD,Сезонные товары,64.01802575567284,52614.64141089419
191,2022-01-14,5,Пензенская область,NON-FOOD,Уход за автомобилем,17.21462631013805,3539.459533485676
192,2022-01-16,7,Чувашская республика - Чувашия,FOOD,Вода,135.2676545695632,15607.042040008051
193,2022-01-24,1,Красноярский край,FOOD,Энергетические напитки,923.5552929389247,174451.74833012169
194,2022-01-31,1,Санкт-Петербург г.,NON-FOOD,Уход за автомобилем,482.53085682483976,162574.75764413152
195,2022-02-09,3,Краснодарский край,FOOD,Вода,2128.563733067806,229648.10450994194
196,2022-02-22,2,Тюменская область,FOOD,Табачные изделия,18322.372160096365,4654215.589463065
197,2022-02-22,2,Владимирская область,NON-FOOD,Очки для водителя,9.375564369167297,11453.028717830619
198,2022-02-27,7,Омская область,NON-FOOD,Автотовары,148.708562201476,71594.33636855536
199,2022-03-05,6,Тверская область,FOOD,Гастроном,123.74288644027538,18454.696165846282
200,2022-03-05,6,Ханты-Мансийский автономный округ - Югра,NON-FOOD,Автотовары,82.16914977617097,49440.47433888479
201,2022-03-04,5,Ярославская область,NON-FOOD,"Автохимия и автокосметика (кроме масел, смазок и СОЖ)",100.75968828225075,124287.89917343539
202,2022-03-31,4,Владимирская область,FOOD,Бакалея,29.745601219751705,2127.467027790757
203,2022-04-04,1,Иркутская область,NON-FOOD,"Автомобильные масла и смазки пластичные ""Газпром нефть"" (фасованные)",29.76543292352172,25210.43497790347
204,2022-04-06,3,Вологодская область,NON-FOOD,"Автохимия и автокосметика (кроме масел, смазок и СОЖ)",7.742786112652919,3295.9288146557333
205,2022-04-24,7,Челябинская область,NON-FOOD,Автохимия наливная на ТРК,1.36026775633676,34227.71212612475
206,2022-04-30,6,Омская область,FOOD,"Сладкие газированные напитки, холодный чай",2873.431542493111,474948.1434538557
207,2022-05-23,1,Новосибирская область,Прочие услуги,Услуги АЗС/АЗК,205.68277590669643,2552.535779601626
208,2022-05-27,5,Кемеровская область-Кузбасс,NON-FOOD,Автомобильные масла и смазки пластичные (фасованные),12.836978488433672,23954.32915533614
209,2021-01-24,7,Республика Алтай,FOOD,Бакалея,8.152296816418392,371.9724869399951
210,2021-02-11,4,Иркутская область,FOOD,БАДы,13.138806454003053,403.08792747255836
211,2021-02-08,1,Вологодская область,FOOD,Соки и сокосодержащие напитки,23.26145415383943,2484.0681732746407
212,2021-01-29,5,Курская область,FOOD,Снеки,25.038063796237566,4216.6604541659135
213,2021-02-16,2,Челябинская область,CAFÉ,Кофейные напитки с молоком,4470.537235203403,951509.8476288711
214,2021-01-30,6,Краснодарский край,NON-FOOD,Тиражная лотерея,13.384482643051934,990.5059028768986
215,2021-03-01,1,Свердловская область,NON-FOOD,Автотовары,289.524866104701,159603.74863331422
216,2021-03-09,2,Москва г,CAFÉ,Общественное питание,6309.640022669486,1352071.3641612572
217,2021-03-11,4,Иркутская область,NON-FOOD,"Хозяйственные товары, персональный уход",213.64188374875738,8447.728386390128
218,2021-03-12,5,Москва г,NON-FOOD,СОЖ,873.6317034306085,517356.18391205213
219,2021-03-12,5,Смоленская область,CAFÉ,Прочие напитки кафе,319.878510327809,70703.56646016175
220,2021-03-19,5,Красноярский край,FOOD,Снеки,431.81969553941445,77037.66444598693
221,2021-03-21,7,Липецкая область,CAFÉ,Прочие напитки кафе,91.05653746145826,16797.69468143622
222,2021-03-23,2,Москва г,FOOD,Спортивные напитки,126.50129281111316,22085.348232044405
223,2021-03-25,4,Вологодская область,CAFÉ,Кофейные напитки с молоком,320.84847577358744,74485.8253516383
224,2021-03-25,4,Алтайский край,NON-FOOD,"Автохимия и автокосметика (кроме масел, смазок и СОЖ)",106.60556441423202,40807.168797199374
225,2021-03-16,2,Владимирская область,FOOD,БАДы,9.756232794790506,232.92820471783145
226,2021-03-28,7,Смоленская область,CAFÉ,Общественное питание,306.71958409069384,77066.11980032404
227,2021-04-05,1,Калининградская область,NON-FOOD,Автотовары,34.6330933908339,6534.901373412338
228,2021-04-05,1,Челябинская область,NON-FOOD,СОЖ,192.96703663421908,89857.3502467984
229,2021-04-09,5,Чувашская республика - Чувашия,CAFÉ,Прочие напитки кафе,211.59029998711776,38553.5237292516
230,2021-05-02,7,Владимирская область,NON-FOOD,СОЖ,20.044157934573004,7320.467130334547
231,2021-05-15,6,Томская область,CAFÉ,Общественное питание,238.35892626829164,53184.53474486877
232,2021-06-08,2,Нижегородская область,FOOD,Кондитерские изделия,1362.0477708272624,173545.483043657
233,2021-06-13,7,Иркутская область,NON-FOOD,Автотовары,21.606461546655616,4940.647884983607
234,2021-06-18,5,Краснодарский край,NON-FOOD,"Хозяйственные товары, персональный уход",836.0521885442582,175594.5427944881
235,2021-07-08,4,Свердловская область,FOOD,Снеки,1286.9364573765374,193061.85536789487
236,2021-07-08,4,Новосибирская область,NON-FOOD,Уход за автомобилем,495.1465915507203,111732.00641324058
237,2021-07-16,5,Челябинская область,NON-FOOD,Уход за автомобилем,186.3967968681618,54306.38311361037
238,2021-07-26,1,Новосибирская область,FOOD,Энергетические напитки,4606.250705897081,894968.3664055252
239,2021-07-23,5,Республика Хакасия,NON-FOOD,Очки для водителя,4.835648400981716,3552.244175297286
240,2021-08-04,3,Воронежская область,NON-FOOD,Автотовары,37.21094717370763,31910.67964572088
241,2021-08-14,6,Ивановская область,FOOD,Кондитерские изделия,1233.389243238113,169289.2927766237
242,2021-08-21,6,Кемеровская область-Кузбасс,CAFÉ,Общественное питание,4136.151481286012,748563.588473164
243,2021-08-24,2,Рязанская область,NON-FOOD,"Хозяйственные товары, персональный уход",235.8561808255934,70318.11062556943
244,2021-08-28,6,Ханты-Мансийский автономный округ - Югра,NON-FOOD,Автотовары,117.07160961994951,67681.26659371179
245,2021-08-27,5,Свердловская область,FOOD,БАДы,20.23441679942666,1759.2268007620726
246,2021-09-24,5,Ханты-Мансийский автономный округ - Югра,NON-FOOD,Автотовары,88.57293879393615,46819.09667291116
247,2021-09-26,7,Красноярский край,FOOD,Гастроном,273.2400250056847,39741.03664240579
248,2021-09-27,1,Москва г,FOOD,Кондитерские изделия,7646.602216768335,1149005.3637314548
249,2021-10-11,1,Владимирская область,NON-FOOD,"Автохимия и автокосметика (кроме масел, смазок и СОЖ)",35.6143571907671,33957.58614259871
250,2021-10-24,7,Томская область,CAFÉ,Кофейные напитки с молоком,773.7247099301013,186942.78466704892
251,2021-11-01,1,Курская область,NON-FOOD,Уход за автомобилем,4.649572928806493,713.9848642320005
252,2021-11-11,4,Ярославская область,NON-FOOD,Автотовары,188.35581178109825,88777.40491591346
253,2021-11-14,7,Владимирская область,CAFÉ,Общественное питание,1773.8747802377152,352288.01281782397
254,2021-11-19,5,Московская область,NON-FOOD,"Автомобильные масла и смазки пластичные ""Газпром нефть"" (фасованные)",360.91273363910085,303924.362036031
255,2021-12-04,6,Тверская область,NON-FOOD,"Хозяйственные товары, персональный уход",194.14021184323033,43299.586855140304
256,2022-01-19,3,Кемеровская область-Кузбасс,NON-FOOD,СОЖ,69.6392501313438,56315.49660153662
257,2022-01-08,6,Нижегородская область,NON-FOOD,Уход за автомобилем,165.98112913653137,52253.595182430305
258,2022-01-22,6,Смоленская область,NON-FOOD,"Хозяйственные товары, персональный уход",56.29930402098981,16277.053138897489
259,2022-01-27,4,Республика Башкортостан,FOOD,Снеки,12.442068452382966,2367.2342306556525
260,2022-02-05,6,Ивановская область,NON-FOOD,"Хозяйственные товары, персональный уход",212.55435797797836,47255.85602826595
261,2022-02-17,4,Костромская область,NON-FOOD,СОЖ,27.22967874113898,14093.37407832637
262,2022-03-12,6,Рязанская область,NON-FOOD,СОЖ,57.32687232525887,20035.840502552895
263,2022-03-19,6,Республика Адыгея (Адыгея),NON-FOOD,Карты лояльности,26.042788831209442,6760.389682186739
264,2022-03-22,2,Нижегородская область,FOOD,Вода,937.3728215832326,121607.01647853597
265,2022-04-18,1,Москва г,FOOD,Гастроном,1459.0067402944098,235902.9914803517
266,2022-04-01,5,Ямало-Ненецкий автономный округ,NON-FOOD,Автомобильные масла и смазки пластичные (фасованные),11.234702100921604,48783.38894391725
267,2022-04-01,5,Смоленская область,NON-FOOD,СОЖ,12.202308417477362,7468.017995569208
268,2022-04-10,7,Республика Хакасия,NON-FOOD,СОЖ,10.461785560780354,3301.684689807525
269,2022-04-24,7,Кемеровская область-Кузбасс,NON-FOOD,Карты лояльности,127.12808304043828,38298.66983035864
270,2022-05-11,3,Республика Татарстан (Татарстан),FOOD,Гастроном,7.763809118323038,699.7658778811656
271,2022-05-24,2,Республика Хакасия,FOOD,Гастроном,22.82815365221475,3627.55585440791
272,2022-06-04,6,Тюменская область,NON-FOOD,Карты лояльности,55.00822107619435,17477.07187998508
273,2022-06-04,6,Свердловская область,NON-FOOD,СОЖ,154.1193793811163,55545.15948992533
274,2022-06-02,4,Новосибирская область,NON-FOOD,Сезонные товары,98.07581174502218,122200.6954495855
275,2022-06-11,6,Краснодарский край,NON-FOOD,Тиражная лотерея,15.33668114316147,1417.4363947058232
276,2022-07-14,4,Республика Адыгея (Адыгея),NON-FOOD,Уход за автомобилем,46.62699092452675,13393.99241069127
277,2022-08-06,6,Санкт-Петербург г.,NON-FOOD,СОЖ,174.85255778259236,70587.69856113965
278,2022-08-14,7,Чувашская республика - Чувашия,FOOD,Снеки,79.90057370429084,17643.845871780053
279,2022-08-20,6,Алтайский край,CAFÉ,Общественное питание,2280.3097555155205,603321.5248482554
280,2022-09-11,7,Тюменская область,CAFÉ,Прочие напитки кафе,3439.2887534877937,794035.0558895558
281,2022-09-10,6,Алтайский край,FOOD,Снеки,474.1168711306947,75399.47044274415
282,2021-01-22,5,Челябинская область,FOOD,Гастроном,235.22379837481893,30112.399094855544
283,2021-01-01,5,Курганская область,FOOD,Соки и сокосодержащие напитки,19.18209966949282,1990.366581777791
284,2021-02-02,2,Республика Мордовия,NON-FOOD,"Автомобильные масла и смазки пластичные ""Газпром нефть"" (фасованные)",4.62539514491712,3400.4923379237925
285,2021-01-24,7,Москва г,CAFÉ,Общественное питание,4748.168977733573,970381.413838258
286,2021-01-28,4,Владимирская область,CAFÉ,Прочие напитки кафе,984.3474466775684,179141.05874968073
287,2021-01-29,5,Воронежская область,FOOD,Энергетические напитки,162.6737246784253,31080.81932238322
288,2021-01-01,5,Томская область,FOOD,Кондитерские изделия,155.26549349105133,19510.91585727881
289,2021-02-18,4,Ханты-Мансийский автономный округ - Югра,FOOD,Табачные изделия,4414.707039966502,1093298.995429177
290,2021-01-03,7,Курганская область,CAFÉ,Прочие напитки кафе,251.56752280800396,42064.212398722026
291,2021-02-16,2,Вологодская область,FOOD,БАДы,6.695992563127968,239.38308951619447
292,2021-01-31,7,Костромская область,NON-FOOD,"Автомобильные масла и смазки пластичные ""Газпром нефть"" (фасованные)",6.787119452436891,3691.786279359622
293,2021-03-07,7,Ханты-Мансийский автономный округ - Югра,FOOD,"Сладкие газированные напитки, холодный чай",781.6511024081148,107718.58600770573
294,2021-03-19,5,Костромская область,NON-FOOD,СОЖ,25.305723694008734,10607.269001692044
295,2021-03-23,2,Свердловская область,FOOD,"Сладкие газированные напитки, холодный чай",2178.748585467477,284422.63475774357
296,2021-03-25,4,Самарская область,NON-FOOD,Автотовары,69.99760357828882,21738.254461366392
297,2021-03-29,1,Смоленская область,FOOD,Гастроном,62.026377183423676,6764.920816572373
298,2021-04-16,5,Нижегородская область,FOOD,Гастроном,348.09772038582247,49988.74088719424
299,2021-04-12,1,Воронежская область,FOOD,Снеки,117.9387383033161,15533.839311975602
300,2021-04-27,2,Новгородская область,NON-FOOD,"Хозяйственные товары, персональный уход",79.53608969501727,30968.47403631076
301,2021-06-04,5,Новосибирская область,FOOD,Соки и сокосодержащие напитки,821.7588879583343,104323.85044911435
302,2021-06-16,3,Ямало-Ненецкий автономный округ,NON-FOOD,Уход за автомобилем,133.87683893191146,35587.60498700509
303,2021-06-29,2,Тверская область,NON-FOOD,Сезонные товары,52.74104417343095,20816.718979856738
304,2021-06-29,2,Республика Алтай,NON-FOOD,Автомобильные масла и смазки пластичные (фасованные),9.558974224118934,3368.7888999956726
305,2021-07-01,4,Кемеровская область-Кузбасс,NON-FOOD,Карты лояльности,101.87448299463614,32648.611398879337
306,2021-07-11,7,Воронежская область,NON-FOOD,"Автохимия и автокосметика (кроме масел, смазок и СОЖ)",41.12517375682896,15319.792443237375
307,2021-07-15,4,Республика Карелия,FOOD,Гастроном,63.5003099125783,8497.093215225592
308,2021-07-16,5,Нижегородская область,NON-FOOD,Автотовары,188.00237142701408,104432.62307555234
309,2021-07-12,1,Ямало-Ненецкий автономный округ,FOOD,БАДы,4.726907522292886,822.7838853991349
310,2021-07-18,7,Ленинградская область,NON-FOOD,Уход за автомобилем,256.67465252532025,64192.75748643088
311,2021-07-18,7,Чувашская республика - Чувашия,NON-FOOD,Сезонные товары,28.885274572651486,5966.174037014182
312,2021-08-10,2,Новосибирская область,FOOD,Пиво,11.336042806677263,197.4936244216944
313,2021-08-30,1,Нижегородская область,NON-FOOD,Очки для водителя,17.96538173377535,35163.70767163118
314,2021-09-02,4,Республика Карелия,NON-FOOD,Автотовары,7.884193803334091,853.2175258004041
315,2021-09-11,6,Псковская область,NON-FOOD,Карты лояльности,14.319796015967485,3940.308037416425
316,2022-09-10,6,Самарская область,FOOD,Бакалея,32.47337808123405,3614.340665328721
317,2022-09-08,4,Краснодарский край,FOOD,Пиво,3.867243396306938,623.4583166182957
318,2022-10-07,5,Красноярский край,CAFÉ,Кофейные напитки с молоком,3703.8127317917997,1036107.685956988
319,2022-09-28,3,Челябинская область,FOOD,Гастроном,278.5140162937429,43822.488875131065
320,2022-10-13,4,Смоленская область,NON-FOOD,Карты лояльности,9.082054956457068,2257.2978043531457
321,2022-10-08,6,Пензенская область,FOOD,Гастроном,53.082816827779645,8012.588811046806
322,2022-10-22,6,Воронежская область,FOOD,Соки и сокосодержащие напитки,39.028141071946166,6902.518551394751
323,2022-10-23,7,Тверская область,NON-FOOD,Автотовары,34.202106042674814,22269.17988778634
324,2022-10-24,1,Москва г,NON-FOOD,"Автомобильные масла и смазки пластичные ""Газпром нефть"" (фасованные)",230.23425621775993,288752.9334191516
325,2022-10-30,7,Омская область,FOOD,Снеки,664.5916406291029,115104.36911793114
326,2022-11-01,2,Чувашская республика - Чувашия,FOOD,Спортивные напитки,10.778730019605693,266.4100849953084
327,2022-11-19,6,Ленинградская область,NON-FOOD,Карты лояльности,61.87664825274601,17453.424948268577
328,2022-11-23,3,Республика Мордовия,NON-FOOD,Карты лояльности,19.641339955242316,3397.2008831720937
329,2022-11-18,5,Тверская область,NON-FOOD,"Автомобильные масла и смазки пластичные ""Газпром нефть"" (фасованные)",19.982136738317543,12185.44088447325
330,2022-11-18,5,Вологодская область,FOOD,Бакалея,12.283689707625875,257.3075580827327
331,2022-12-12,1,Ярославская область,NON-FOOD,СОЖ,162.73402357684748,96621.23366699784
332,2022-12-02,5,Кемеровская область-Кузбасс,FOOD,Соки и сокосодержащие напитки,244.27126953642193,43905.67538059883
333,2023-01-12,4,Свердловская область,NON-FOOD,Сезонные товары,81.65152679519471,78510.17079050647
334,2023-01-19,4,Республика Мордовия,CAFÉ,Прочие напитки кафе,157.19606707619542,30406.628566066676
335,2023-01-25,3,Республика Хакасия,FOOD,Табачные изделия,613.1108253836477,175358.34556139598
336,2023-01-01,7,Пензенская область,FOOD,Табачные изделия,159.09657686321313,48737.255783321714
337,2023-02-06,1,Нижегородская область,NON-FOOD,"Автохимия и автокосметика (кроме масел, смазок и СОЖ)",104.5991989512602,65872.49030626299
338,2023-02-01,3,Республика Адыгея (Адыгея),NON-FOOD,Сезонные товары,14.11709197414698,10191.04642847286
339,2023-01-29,7,Республика Хакасия,CAFÉ,Прочие напитки кафе,124.17655123000372,33401.00106366633
340,2023-01-31,2,Пензенская область,NON-FOOD,Очки для водителя,11.587962460344961,4534.265280657842
341,2023-02-20,1,Московская область,NON-FOOD,Уход за автомобилем,906.2904731228252,302638.34810003336
342,2023-02-22,3,Ивановская область,FOOD,Бакалея,27.787875805380548,2112.9901810073525
343,2023-02-26,7,Тульская область,FOOD,Вода,537.2205195946519,78666.53610232449
344,2023-03-06,1,Челябинская область,FOOD,Бакалея,62.6608937712681,6566.582645036389
345,2023-04-05,3,Мурманская область,CAFÉ,Прочие напитки кафе,1085.6948609943283,298770.785895959
346,2023-04-05,3,Рязанская область,CAFÉ,Кофейные напитки с молоком,1449.456139429102,410680.0476985127
347,2023-03-31,5,Самарская область,FOOD,Бакалея,38.34483916720667,6817.871401694312
348,2023-05-13,6,Ленинградская область,FOOD,Пиво,18.31256888953367,1866.597939787136
349,2023-05-14,7,Ямало-Ненецкий автономный округ,CAFÉ,Кофейные напитки с молоком,2747.0214206731825,922092.4944199187
350,2023-05-18,4,Иркутская область,NON-FOOD,Уход за автомобилем,49.064912126600156,15302.049503197253
351,2023-06-08,4,Чувашская республика - Чувашия,FOOD,Кондитерские изделия,240.19900282227056,46752.5432844548
352,2021-09-27,1,Красноярский край,FOOD,Табачные изделия,6418.9741948276915,1684816.0990087474
353,2021-09-27,1,Санкт-Петербург г.,FOOD,БАДы,14.483193433917785,1612.917050713355
354,2021-10-06,3,Московская область,NON-FOOD,Тиражная лотерея,20.39038562914097,1925.2582826531511
355,2021-10-14,4,Пермский край,FOOD,Гастроном,40.118814962397074,5586.1410309665225
356,2021-10-16,6,Пермский край,NON-FOOD,Карты лояльности,14.390938972092858,4503.826321284736
357,2021-10-24,7,Рязанская область,FOOD,Гастроном,187.16549502594077,25394.949242761802
358,2021-11-04,4,Ленинградская область,FOOD,Кондитерские изделия,3365.5571972357034,508646.5452323
359,2021-11-09,2,Республика Алтай,FOOD,Бакалея,12.762532954575672,186.59410341664216
360,2021-11-14,7,Липецкая область,FOOD,Снеки,28.277150295733797,2147.5013954042897
361,2021-11-15,1,Новосибирская область,FOOD,Пиво,4.979351359437945,241.94956699986503
362,2021-11-30,2,Костромская область,FOOD,Гастроном,10.729329998802172,700.1779305824703
363,2021-11-23,2,Пензенская область,NON-FOOD,Автомобильные масла и смазки пластичные (фасованные),4.098702845492836,1568.4067736846687
364,2021-12-23,4,Алтайский край,FOOD,Гастроном,268.4874910186705,33981.14232087153
365,2022-01-04,2,Чувашская республика - Чувашия,CAFÉ,Прочие напитки кафе,238.11349572428978,42485.16857197939
366,2022-01-17,1,Владимирская область,NON-FOOD,СОЖ,154.02257073751966,71893.54948593558
367,2022-01-24,1,Краснодарский край,CAFÉ,Кофейные напитки с молоком,3888.362318308636,987602.1698073313
368,2022-01-18,2,Республика Адыгея (Адыгея),NON-FOOD,Карты лояльности,16.29980076480726,2818.064557950429
369,2022-02-01,2,Республика Хакасия,NON-FOOD,Карты лояльности,13.72552952957138,3953.6045104583404
370,2022-02-12,6,Томская область,NON-FOOD,Уход за автомобилем,58.74497530363866,12831.96073097976
371,2022-02-16,3,Алтайский край,Прочие услуги,Услуги АЗС/АЗК,155.8512064466875,14.957902922112105
372,2022-02-09,3,Республика Карелия,NON-FOOD,"Автомобильные масла и смазки пластичные ""Газпром нефть"" (фасованные)",10.478933019457699,786.9187851642349
373,2022-02-24,4,Краснодарский край,FOOD,Энергетические напитки,1856.3271455711524,385574.9648786634
374,2022-03-03,4,Ивановская область,Прочие услуги,Услуги АЗС/АЗК,102.02144387869899,10.226615419769672
375,2022-03-12,6,Курская область,FOOD,Вода,87.31631827542485,9704.76081356868
376,2022-03-22,2,Нижегородская область,FOOD,Бакалея,31.617743410115303,4433.830655461681
377,2022-03-29,2,Московская область,NON-FOOD,"Автомобильные масла и смазки пластичные ""Газпром нефть"" (фасованные)",385.6666865938607,489001.5043979559
378,2022-04-01,5,Псковская область,NON-FOOD,Очки для водителя,8.422442575018007,4842.273035603555
379,2022-03-27,7,Смоленская область,NON-FOOD,Уход за автомобилем,21.148953124239572,2261.1212602092364
380,2022-04-07,4,Москва г,NON-FOOD,Очки для водителя,38.49934485845764,49645.57482357715
381,2022-04-18,1,Смоленская область,FOOD,"Сладкие газированные напитки, холодный чай",70.05635464306737,10656.278633422526
382,2022-04-17,7,Краснодарский край,FOOD,Энергетические напитки,1735.6285332797538,455261.6689921713
383,2022-04-13,3,Республика Башкортостан,NON-FOOD,"Автомобильные масла и смазки пластичные ""Газпром нефть"" (фасованные)",18.046017892948193,17326.164765405658
384,2022-05-09,1,Тюменская область,NON-FOOD,Автотовары,150.234233053032,127399.54451650621
385,2022-05-22,7,Курганская область,CAFÉ,Общественное питание,773.6169323884801,198931.00338056977
386,2022-05-27,5,Томская область,NON-FOOD,Автотовары,28.446568118408454,12801.831478993408
387,2022-06-17,5,Свердловская область,FOOD,Энергетические напитки,3939.9133984859177,765887.5452801372
388,2022-06-14,2,Костромская область,FOOD,Гастроном,58.98704058747963,7651.623314941444
389,2022-07-16,6,Томская область,FOOD,"Сладкие газированные напитки, холодный чай",330.9267995015391,51593.93356523668
390,2022-07-03,7,Республика Мордовия,FOOD,Кондитерские изделия,183.17590937224935,19958.999316772362
391,2022-07-01,5,Ивановская область,FOOD,Энергетические напитки,882.9028013333498,176772.3473267699
392,2022-07-14,4,Республика Татарстан (Татарстан),Прочие услуги,Услуги АЗС/АЗК,14.60765050335655,3.3523086452617648
393,2022-07-27,3,Томская область,NON-FOOD,"Автохимия и автокосметика (кроме масел, смазок и СОЖ)",41.49185679163617,19659.112794836852
394,2022-07-28,4,Алтайский край,FOOD,Пиво,13.540640226508991,1856.8343188571819
395,2022-08-03,3,Новгородская область,Прочие услуги,Услуги АЗС/АЗК,122.9565513917452,4.253886140254581
396,2022-08-07,7,Московская область,Прочие услуги,Услуги АЗС/АЗК,679.5269150615023,1438.8694218788485
397,2022-08-22,1,Орловская область,FOOD,Кондитерские изделия,19.7705835026442,2106.4288131114054
398,2022-09-29,4,Омская область,FOOD,"Сладкие газированные напитки, холодный чай",1485.3346327248144,216758.0177224086
399,2022-09-19,1,Республика Хакасия,NON-FOOD,"Автохимия и автокосметика (кроме масел, смазок и СОЖ)",24.67727656263238,16833.466309189113
400,2022-10-09,7,Владимирская область,FOOD,Спортивные напитки,15.850393846065618,1566.7661199002737
401,2022-10-06,4,Рязанская область,NON-FOOD,"Автохимия и автокосметика (кроме масел, смазок и СОЖ)",42.687509888794935,24217.77021016404
